documento,topicos_provaveis
279.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia', 'água serviço técnicas brasil brasileiro processo produção pescado alimento peixe']"
284.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia', 'água serviço técnicas brasil brasileiro processo produção pescado alimento peixe']"
285.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'carne animais produção água produto sal animal produtos qualidade temperatura', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
286.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia', 'água serviço técnicas brasil brasileiro processo produção pescado alimento peixe']"
287.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
289.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'carne animais produção água produto sal animal produtos qualidade temperatura', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
29.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'carne animais produção água produto sal animal produtos qualidade temperatura', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
293.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia', 'água serviço técnicas brasil brasileiro processo produção pescado alimento peixe']"
295.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'carne animais produção água produto sal animal produtos qualidade temperatura', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
30.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
309.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia', 'água serviço técnicas brasil brasileiro processo produção pescado alimento peixe']"
311.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
32.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'carne animais produção água produto sal animal produtos qualidade temperatura', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
320.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'carne animais produção água produto sal animal produtos qualidade temperatura', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
321.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
33.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia', 'água serviço técnicas brasil brasileiro processo produção pescado alimento peixe']"
37.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
41.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
54.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'alimentos produção temperatura produto jacaré produtos acesso processo pescado alimento', 'produto higiênico design alimentos equipamento limpeza contato maquinário produtos materiais']"
5433.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'carne animais produção água produto sal animal produtos qualidade temperatura', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
5435.txt,"['anvisa insumo farmacopeia ativo brasileira medicamento método acesso frasco solução', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
5436.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
55.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia', 'água serviço técnicas brasil brasileiro processo produção pescado alimento peixe']"
5641.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia', 'água serviço técnicas brasil brasileiro processo produção pescado alimento peixe']"
5643.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'produto higiênico design alimentos equipamento limpeza contato maquinário produtos materiais', 'água serviço técnicas brasil brasileiro processo produção pescado alimento peixe']"
5647.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'carne animais produção água produto sal animal produtos qualidade temperatura', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
5655.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia', 'água serviço técnicas brasil brasileiro processo produção pescado alimento peixe']"
5657.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'carne animais produção água produto sal animal produtos qualidade temperatura', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
5662.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
5671.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'chocolate anvisa cacau acesso identificação serviço técnicas fonte manteiga alimentos', 'água serviço técnicas brasil brasileiro processo produção pescado alimento peixe']"
5675.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
5694.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
5695.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'sabonete glicerina al óleo essência hidratante sebo extrato soda pele', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
5696.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'alimentos produção temperatura produto jacaré produtos acesso processo pescado alimento', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção']"
5704.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'carne animais produção água produto sal animal produtos qualidade temperatura', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
5715.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'carne animais produção água produto sal animal produtos qualidade temperatura', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
5718.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
58.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
6105.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
6109.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia', 'água serviço técnicas brasil brasileiro processo produção pescado alimento peixe']"
6110.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'carne animais produção água produto sal animal produtos qualidade temperatura', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
6113.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia', 'água serviço técnicas brasil brasileiro processo produção pescado alimento peixe']"
6114.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'anvisa insumo farmacopeia ativo brasileira medicamento método acesso frasco solução', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
6116.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'carne animais produção água produto sal animal produtos qualidade temperatura', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
6117.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'carne animais produção água produto sal animal produtos qualidade temperatura', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
63.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'carne animais produção água produto sal animal produtos qualidade temperatura', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
71.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia', 'água serviço técnicas brasil brasileiro processo produção pescado alimento peixe']"
74.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
75.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
79.txt,"['produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia', 'água serviço técnicas brasil brasileiro processo produção pescado alimento peixe']"
87.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
95.txt,"['carne animais produção água produto sal animal produtos qualidade temperatura', 'produtos alimentos produto água acesso técnicas brasileiro leite serviço produção', 'cavalinha enriquecido arnica biológica avestruz aquicultura poluição televisão biossegurança estévia']"
