documento,topicos_provaveis
197.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
20.txt,"['embalagem atmosfera gás produto densidade baixa polietileno gasosa equipamento modificada', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
204.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
212.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
213.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'orgânica animais produtos brasil manejo uso rhode agricultura produção orgânico']"
218.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
22.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
221.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
230.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
234.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'orgânica animais produtos brasil manejo uso rhode agricultura produção orgânico']"
237.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'orgânica animais produtos brasil manejo uso rhode agricultura produção orgânico']"
25.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
251.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'orgânica animais produtos brasil manejo uso rhode agricultura produção orgânico']"
261.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'orgânica animais produtos brasil manejo uso rhode agricultura produção orgânico']"
265.txt,"['produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
27615.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
27650.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
27654.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
27655.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
27661.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
27673.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'anvisa técnico produtos frutas água brasileira insumo brasileiro processo alimentos']"
27688.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'anvisa técnico produtos frutas água brasileira insumo brasileiro processo alimentos']"
27689.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
27695.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
277.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
279.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
284.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
285.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'anvisa técnico produtos frutas água brasileira insumo brasileiro processo alimentos']"
286.txt,"['produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação']"
287.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'anvisa técnico produtos frutas água brasileira insumo brasileiro processo alimentos']"
289.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
29.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
293.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
295.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
30.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
309.txt,"['produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
311.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'anvisa técnico produtos frutas água brasileira insumo brasileiro processo alimentos']"
32.txt,"['produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
320.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'orgânica animais produtos brasil manejo uso rhode agricultura produção orgânico']"
321.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
33.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
37.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
41.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'orgânica animais produtos brasil manejo uso rhode agricultura produção orgânico']"
54.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
5433.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
5435.txt,"['produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'anvisa técnico produtos frutas água brasileira insumo brasileiro processo alimentos']"
5436.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'anvisa técnico produtos frutas água brasileira insumo brasileiro processo alimentos']"
55.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'orgânica animais produtos brasil manejo uso rhode agricultura produção orgânico']"
5641.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
5643.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
5647.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto']"
5655.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
5657.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
5662.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
5671.txt,"['produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
5675.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
5694.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
5695.txt,"['produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'anvisa técnico produtos frutas água brasileira insumo brasileiro processo alimentos']"
5696.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'anvisa técnico produtos frutas água brasileira insumo brasileiro processo alimentos']"
5704.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
5715.txt,"['produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'anvisa técnico produtos frutas água brasileira insumo brasileiro processo alimentos']"
5718.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'anvisa técnico produtos frutas água brasileira insumo brasileiro processo alimentos']"
58.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'orgânica animais produtos brasil manejo uso rhode agricultura produção orgânico']"
6105.txt,"['produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
6109.txt,"['produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade']"
6110.txt,"['produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
6113.txt,"['produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
6114.txt,"['produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade']"
6116.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'orgânica animais produtos brasil manejo uso rhode agricultura produção orgânico']"
6117.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'orgânica animais produtos brasil manejo uso rhode agricultura produção orgânico']"
63.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
71.txt,"['produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação']"
74.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'orgânica animais produtos brasil manejo uso rhode agricultura produção orgânico']"
75.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'produção animais acesso água técnicas brasileiro serviço brasil animal criação', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
79.txt,"['produtos técnicas acesso anvisa serviço brasileiro água sabão fonte produto', 'produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
87.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos', 'orgânica animais produtos brasil manejo uso rhode agricultura produção orgânico']"
95.txt,"['produto alimentos produtos leite água processo temperatura acesso técnicas qualidade', 'cms carne pescado separada mecanicamente peixe separação sal desossa qualidade', 'água sal carne pescado produto qualidade processo alimentos peixe produtos']"
