documento,topicos_provaveis
229.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
231.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
232.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'jardim planta água solo tabaco fumo cultivo área forma plantio', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
233.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
236.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
238.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
24.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
249.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
254.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
255.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
256.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
258.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
262.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
27659.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
27663.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
27665.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'jardim planta água solo tabaco fumo cultivo área forma plantio', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso']"
27670.txt,"['solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
27672.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
27674.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'jardim planta água solo tabaco fumo cultivo área forma plantio', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso']"
27693.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
294.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
297.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
299.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'controle frugiperda milho citrella lagarta serviço técnicas phyllocnistis danos brasileiro', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
307.txt,"['solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
31.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
323.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
324.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
325.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
326.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
327.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
45.txt,"['solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
4587.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
4589.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
5431.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
5439.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'cupuaçu cupuaçuzeiro al polpa fruto processo cacau fermentação planta beneficiamento', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
5658.txt,"['solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
5660.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
5666.txt,"['solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
5668.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
5673.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
5674.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
5680.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
5681.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
5685.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
5688.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'cupuaçu cupuaçuzeiro al polpa fruto processo cacau fermentação planta beneficiamento', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
5689.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
5697.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
5698.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
5702.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'jardim planta água solo tabaco fumo cultivo área forma plantio', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
5713.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
5714.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
5719.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'jardim planta água solo tabaco fumo cultivo área forma plantio', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
6111.txt,"['solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
6118.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
77.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
82.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
83.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
89.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
9056.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'jardim planta água solo tabaco fumo cultivo área forma plantio', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
9058.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa']"
91.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
92.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'irrigação direcional água mamona cheiro formiga tubulação mão classificação vespa', 'complexo caixa samambaia juta portátil desinfetante alimentício beterraba investimento frita']"
96.txt,"['solo água controle produção planta plantio fonte técnicas al cultivo', 'controle frugiperda milho citrella lagarta serviço técnicas phyllocnistis danos brasileiro', 'solo técnicas água brasileiro área serviço plantio sobre fonte acesso']"
